invoice_item_id,invoice_id,product_id,quantity
28646,598,5,12
28647,3995,17,1
28648,7271,21,1
28649,4615,25,15
28650,6081,16,6
28651,5504,25,1
28652,7551,12,14
28653,9779,9,7
28654,3140,19,2
28655,4687,23,4
28656,9752,8,15
28657,559,25,13
28658,3632,11,14
28659,3718,17,11
28660,1271,1,3
28661,5018,6,14
28662,7542,1,12
28663,943,4,14
28664,6278,2,13
28665,5798,6,1
28666,7858,25,3
28667,6632,5,6
28668,3133,11,14
28669,8171,18,4
28670,7800,8,7
28671,8358,18,10
28672,3276,12,4
28673,1389,12,2
28674,7594,24,3
28675,9605,5,13
28676,817,23,8
28677,6670,12,2
28678,5014,5,14
28679,3762,19,8
28680,1275,12,1
28681,219,3,11
28682,691,9,11
28683,8086,22,12
28684,9320,6,15
28685,9264,9,10
28686,6840,7,9
28687,5941,9,7
28688,9434,13,7
28689,2043,14,10
28690,1291,14,4
28691,2962,8,9
28692,1507,4,14
28693,1721,19,3
28694,9047,13,6
28695,2038,24,13
28696,4056,2,2
28697,8208,11,6
28698,9904,22,6
28699,6630,2,3
28700,5122,25,7
28701,2368,13,9
28702,678,12,12
28703,2404,5,10
28704,8527,14,10
28705,4292,1,4
28706,4131,17,15
28707,4964,11,12
28708,6489,4,3
28709,6146,19,5
28710,7349,11,12
28711,7771,4,2
28712,1633,4,6
28713,6424,1,6
28714,6598,12,3
28715,2616,21,2
28716,2194,18,12
28717,4804,7,3
28718,2565,23,10
28719,1327,4,13
28720,3134,24,3
28721,4020,3,1
28722,7815,5,3
28723,3597,21,5
28724,5666,21,5
28725,8249,3,15
28726,3671,19,11
28727,9699,18,8
28728,8229,10,3
28729,6651,16,15
28730,7061,17,15
28731,7934,21,9
28732,5938,5,5
28733,6005,2,13
28734,7984,21,4
28735,5800,19,10
28736,9284,7,3
28737,86,1,10
28738,1688,6,10
28739,137,13,12
28740,5551,7,5
28741,812,21,3
28742,1869,15,15
28743,263,9,9
28744,9098,17,10
28745,9581,14,11
28746,744,6,4
28747,5425,15,6
28748,8587,4,7
28749,5207,12,8
28750,6286,23,4
28751,572,25,1
28752,6841,2,5
28753,1687,19,10
28754,2864,1,4
28755,7137,20,6
28756,8436,5,7
28757,9842,24,2
28758,886,20,5
28759,4421,2,6
28760,9076,2,3
28761,7336,21,10
28762,7993,5,5
28763,1506,4,13
28764,3750,17,8
28765,8919,15,7
28766,4168,15,2
28767,6301,20,6
28768,3118,12,12
28769,9034,25,15
28770,7820,7,12
28771,6144,25,1
28772,411,16,9
28773,9404,10,11
28774,124,1,4
28775,7085,10,2
28776,9413,17,2
28777,8236,9,9
28778,7667,11,10
28779,5872,22,11
28780,814,19,15
28781,1250,25,12
28782,9333,20,11
28783,5964,13,5
28784,409,3,14
28785,3968,18,2
28786,8859,12,3
28787,1012,4,13
28788,3442,10,5
28789,2075,5,5
28790,1581,8,8
28791,6331,1,3
28792,8602,23,9
28793,7757,5,15
28794,9373,13,15
28795,4625,13,5
28796,4791,15,1
28797,9558,12,3
28798,9994,12,15
28799,6157,25,9
28800,6698,1,12
28801,168,13,1
28802,4829,8,1
28803,198,21,14
28804,6758,4,12
28805,9844,13,3
28806,2671,3,3
28807,592,16,12
28808,9470,2,5
28809,9195,10,6
28810,8043,15,4
28811,4340,23,4
28812,3975,4,11
28813,8378,19,9
28814,680,19,7
28815,9773,22,1
28816,3647,17,7
28817,5890,9,4
28818,7952,6,15
28819,2332,14,2
28820,7595,10,13
28821,820,17,6
28822,2160,18,3
28823,9535,19,12
28824,810,24,15
28825,1807,5,8
28826,7159,10,5
28827,484,16,10
28828,8968,24,4
28829,6497,14,13
28830,66,12,15
28831,4529,21,3
28832,9293,13,15
28833,8132,25,4
28834,2933,6,1
28835,1267,8,1
28836,1871,23,8
28837,6948,11,7
28838,8209,7,7
28839,4292,17,7
28840,1973,10,13
28841,2979,1,10
28842,8941,24,15
28843,4119,22,1
28844,913,15,11
28845,9782,8,5
28846,2692,15,2
28847,7337,22,1
28848,4166,12,2
28849,5087,25,4
28850,5923,4,12
28851,3944,7,9
28852,6385,1,7
28853,526,6,10
28854,5033,8,3
28855,2137,4,12
28856,9608,17,12
28857,4238,16,4
28858,4892,13,6
28859,3151,23,3
28860,122,24,6
28861,5239,1,15
28862,4022,19,4
28863,3977,20,14
28864,561,20,14
28865,5185,14,14
28866,4911,3,10
28867,7434,13,8
28868,7898,22,2
28869,5432,8,4
28870,9000,5,10
28871,5668,15,14
28872,7266,7,8
28873,5308,15,5
28874,9302,6,5
28875,4582,11,12
28876,7135,15,13
28877,2573,12,12
28878,9725,6,9
28879,9018,10,15
28880,7160,9,8
28881,8549,3,7
28882,4675,20,11
28883,4734,18,4
28884,7940,18,3
28885,7228,16,10
28886,1994,19,9
28887,2668,13,10
28888,3976,10,8
28889,8715,1,8
28890,7497,1,6
28891,6653,21,1
28892,4872,22,5
28893,3744,14,9
28894,9712,10,5
28895,9915,4,9
28896,2700,13,5
28897,5919,14,11
28898,1073,13,6
28899,1450,13,15
28900,8392,19,10
28901,1234,21,5
28902,5654,12,1
28903,4098,11,14
28904,9770,25,15
28905,447,21,14
28906,5423,12,14
28907,7065,2,8
28908,4674,8,3
28909,6243,18,14
28910,2167,3,1
28911,7891,10,8
28912,2650,3,7
28913,3127,14,8
28914,1812,3,7
28915,5594,18,11
28916,5803,18,2
28917,4575,7,7
28918,3200,16,6
28919,225,19,8
28920,7177,12,11
28921,2177,9,14
28922,1339,10,7
28923,483,14,6
28924,4948,5,11
28925,2287,11,7
28926,8270,4,9
28927,1752,22,1
28928,9504,24,1
28929,8943,14,1
28930,5191,2,2
28931,1526,6,3
28932,181,3,3
28933,8067,5,3
28934,7093,2,2
28935,5967,17,3
28936,2861,15,4
28937,4723,11,15
28938,8743,25,5
28939,8995,23,1
28940,1036,18,4
28941,9266,11,15
28942,8407,10,4
28943,3750,1,9
28944,5488,15,7
28945,253,16,7
28946,6362,18,14
28947,5179,17,7
28948,3432,25,3
28949,5550,7,6
28950,7979,8,11
28951,6565,9,5
28952,5218,12,8
28953,166,5,7
28954,7032,21,9
28955,9635,25,14
28956,5976,7,4
28957,9904,20,3
28958,1823,9,9
28959,6047,17,9
28960,8427,18,15
28961,1001,19,4
28962,7351,16,14
28963,2461,9,1
28964,130,19,6
28965,6837,13,3
28966,912,25,5
28967,2807,5,4
28968,4379,9,8
28969,4614,6,9
28970,6354,18,7
28971,5847,7,8
28972,5927,9,3
28973,5961,20,1
28974,6629,4,8
28975,3109,7,4
28976,1702,15,5
28977,4861,15,3
28978,8516,7,14
28979,1965,13,10
28980,320,8,5
28981,679,1,3
28982,7536,2,15
28983,5561,12,15
28984,9714,11,1
28985,9224,21,13
28986,6268,15,1
28987,441,19,7
28988,402,20,3
28989,6398,24,12
28990,1604,10,10
28991,1266,18,13
28992,2076,1,12
28993,2532,19,3
28994,4145,25,7
28995,1055,7,10
28996,8913,14,4
28997,4411,18,2
28998,768,7,12
28999,3315,12,8
29000,2404,11,11
29001,1917,13,5
29002,6661,10,4
29003,9936,15,1
29004,1400,5,6
29005,3679,1,11
29006,1457,18,2
29007,7971,1,10
29008,9327,20,2
29009,8152,11,2
29010,938,3,12
29011,7101,25,4
29012,1257,8,5
29013,5888,14,8
29014,2225,16,11
29015,5317,4,7
29016,377,10,14
29017,8555,1,9
29018,5484,2,1
29019,5647,9,12
29020,5910,17,5
29021,3764,14,1
29022,2626,10,13
29023,2871,20,7
29024,2423,11,1
29025,3886,21,14
29026,1450,22,4
29027,475,12,3
29028,3354,2,10
29029,8232,10,13
29030,961,25,4
29031,735,12,8
29032,2755,7,1
29033,6983,7,14
29034,9264,19,8
29035,9219,9,15
29036,5749,24,15
29037,4794,2,14
29038,4247,19,6
29039,6978,2,11
29040,4900,10,15
29041,3694,20,2
29042,5259,20,3
29043,2608,20,11
29044,890,9,8
29045,6996,11,12
29046,8959,14,11
29047,8530,10,9
29048,785,9,10
29049,8926,6,9
29050,5095,15,1
29051,9668,13,12
29052,635,17,8
29053,4718,10,6
29054,2604,1,13
29055,8676,15,7
29056,2707,23,11
29057,3285,25,5
29058,3879,4,6
29059,1707,24,2
29060,8848,13,10
29061,7812,12,12
29062,6231,5,3
29063,1311,13,2
29064,9393,5,3
29065,2314,23,1
29066,8851,11,11
29067,4472,13,3
29068,4586,10,13
29069,2534,22,10
29070,5663,19,2
29071,7775,12,11
29072,7071,7,9
29073,6466,15,2
29074,1488,24,9
29075,5660,15,2
29076,9516,14,6
29077,6476,19,7
29078,5906,4,5
29079,7723,9,1
29080,7460,23,11
29081,3025,21,14
29082,201,15,8
29083,795,22,8
29084,7286,10,14
29085,2891,25,2
29086,9191,21,14
29087,7664,1,6
29088,730,3,2
29089,2296,13,4
29090,3482,9,13
29091,1616,8,4
29092,2911,8,13
29093,9690,3,15
29094,8152,10,8
29095,2595,14,8
29096,3275,19,10
29097,4880,11,14
29098,5999,11,6
29099,7099,15,15
29100,9418,3,5
29101,1009,2,6
29102,2203,9,3
29103,2318,4,13
29104,1030,17,6
29105,1101,2,5
29106,5455,18,4
29107,1914,4,14
29108,5070,4,4
29109,5115,16,10
29110,3506,7,4
29111,3898,15,9
29112,3341,19,12
29113,4380,17,4
29114,6256,10,10
29115,8443,24,7
29116,9240,14,1
29117,4713,14,9
29118,8000,19,6
29119,51,24,12
29120,3377,23,3
29121,3166,16,12
29122,2724,24,6
29123,1750,20,1
29124,793,9,12
29125,2816,1,14
29126,1305,8,12
29127,9968,9,6
29128,3874,20,11
29129,6375,16,15
29130,3297,5,8
29131,906,24,7
29132,2085,14,6
29133,5369,11,5
29134,9940,20,1
29135,6720,12,11
29136,4727,2,4
29137,4260,20,13
29138,591,21,5
29139,5760,6,15
29140,7629,18,8
29141,2582,18,4
29142,3480,6,7
29143,7166,18,3
29144,4479,9,15
29145,6288,5,4
29146,7922,20,8
29147,1530,17,9
29148,8085,25,12
29149,15,4,1
29150,2113,12,8
29151,9561,24,10
29152,65,24,15
29153,3940,14,7
29154,1374,8,10
29155,4905,15,8
29156,7055,10,14
29157,7175,16,9
29158,9882,19,11
29159,9626,17,12
29160,8011,24,12
29161,5159,4,1
29162,1510,6,8
29163,8491,16,9
29164,5755,24,1
29165,8271,24,7
29166,8523,3,5
29167,4303,25,13
29168,4050,14,4
29169,7675,2,6
29170,6766,8,11
29171,2730,11,12
29172,312,25,15
29173,378,18,7
29174,4359,3,5
29175,3406,6,10
29176,2238,25,11
29177,1033,6,2
29178,7267,8,10
29179,2428,22,11
29180,1368,18,5
29181,6333,1,3
29182,6935,20,14
29183,2995,3,9
29184,8588,5,14
29185,4427,10,13
29186,5838,19,9
29187,3785,2,7
29188,3876,12,14
29189,3619,13,1
29190,1114,5,6
29191,4448,17,15
29192,3711,21,2
29193,6201,12,8
29194,943,2,8
29195,1144,13,13
29196,7128,15,7
29197,7516,4,12
29198,3755,1,15
29199,3024,4,15
29200,600,8,9
29201,2795,19,12
29202,8313,4,14
29203,4121,20,1
29204,6337,17,4
29205,1723,22,11
29206,6965,19,10
29207,3781,3,4
29208,1275,19,6
29209,1460,8,15
29210,1292,15,4
29211,4503,16,15
29212,7900,1,3
29213,1457,19,14
29214,1197,1,15
29215,2845,5,6
29216,6389,23,8
29217,8309,24,14
29218,7036,23,13
29219,7559,20,6
29220,7689,6,1
29221,4721,5,11
29222,2666,9,15
29223,7479,24,15
29224,3050,5,14
29225,1236,17,3
29226,5909,4,8
29227,5980,24,3
29228,7797,17,4
29229,1750,9,13
29230,485,3,12
29231,8152,6,8
29232,3321,8,1
29233,7190,12,1
29234,3491,24,1
29235,7127,17,10
29236,7404,14,10
29237,4138,15,8
29238,8105,4,12
29239,7938,6,13
29240,6507,14,15
29241,4691,3,3
29242,5725,2,15
29243,2184,17,7
29244,3641,19,8
29245,4222,5,3
29246,2763,8,5
29247,8734,6,14
29248,902,24,10
29249,959,16,10
29250,4371,4,15
29251,7429,25,14
29252,413,3,14
29253,5675,17,14
29254,8355,18,3
29255,6573,6,1
29256,8477,2,15
29257,3245,13,10
29258,7577,23,2
29259,6756,15,13
29260,5990,15,10
29261,2208,23,8
29262,9539,21,5
29263,9050,9,10
29264,5964,4,12
29265,2238,24,11
29266,6230,15,2
29267,7856,3,3
29268,3556,20,6
29269,4897,23,15
29270,8971,1,15
29271,8376,5,3
29272,6398,1,10
29273,6590,18,6
29274,7407,14,5
29275,5994,19,3
29276,3096,6,15
29277,5483,7,15
29278,4118,23,15
29279,4156,11,6
29280,9392,3,12
29281,9000,18,13
29282,5154,24,7
29283,3007,10,5
29284,9009,5,7
29285,1736,6,2
29286,6275,11,9
29287,9741,12,13
29288,6443,20,8
29289,9178,2,3
29290,4656,5,10
29291,1124,4,6
29292,4320,17,11
29293,5882,23,14
29294,8137,21,6
29295,3686,11,2
29296,2764,15,10
29297,9670,21,8
29298,3980,13,14
29299,1887,19,13
29300,3663,5,6
29301,1354,5,9
29302,5184,20,8
29303,9152,22,11
29304,5779,14,4
29305,2626,16,9
29306,6439,1,3
29307,2293,24,12
29308,8620,8,11
29309,8549,11,13
29310,8098,7,9
29311,8766,22,8
29312,4313,1,6
29313,9313,15,13
29314,4865,11,2
29315,4466,12,2
29316,971,24,11
29317,9673,16,15
29318,8605,18,2
29319,7202,4,15
29320,904,18,2
29321,7461,15,4
29322,8898,6,6
29323,3971,7,15
29324,6351,10,4
29325,4070,2,4
29326,9990,3,15
29327,8134,24,13
29328,6526,22,3
29329,2718,21,3
29330,6762,11,8
29331,7826,15,15
29332,3082,21,5
29333,9022,7,5
29334,3626,12,15
29335,6093,18,4
29336,2601,10,8
29337,2406,25,5
29338,8220,13,12
29339,3245,15,12
29340,454,23,6
29341,8118,13,2
29342,2579,1,13
29343,9823,7,11
29344,2637,12,13
29345,4616,13,3
29346,2537,20,7
29347,297,24,2
29348,475,6,12
29349,7569,5,5
29350,5059,17,1
29351,7344,9,6
29352,7381,24,2
29353,1178,15,4
29354,8226,17,4
29355,5348,18,8
29356,6563,25,8
29357,9753,18,5
29358,872,13,12
29359,6888,7,11
29360,8271,24,13
29361,6888,15,12
29362,2806,20,10
29363,3102,4,9
29364,866,25,9
29365,4102,3,8
29366,5185,3,13
29367,3935,2,11
29368,1040,19,13
29369,5768,3,2
29370,7648,14,6
29371,7906,2,12
29372,4923,25,13
29373,2130,1,9
29374,2031,18,2
29375,3493,14,1
29376,4685,3,11
29377,5552,7,12
29378,4784,9,13
29379,5543,25,12
29380,4571,4,13
29381,7340,11,3
29382,3521,24,8
29383,3252,21,15
29384,3733,6,3
29385,5973,3,14
29386,7257,1,7
29387,898,8,2
29388,8668,8,15
29389,8286,21,1
29390,2560,12,11
29391,3016,11,11
29392,8182,17,1
29393,4627,11,15
29394,551,25,1
29395,8553,7,7
29396,1396,21,3
29397,104,16,10
29398,7334,2,6
29399,9873,22,4
29400,7004,2,13
29401,7245,25,15
29402,4713,22,3
29403,5031,5,7
29404,2328,17,8
29405,2166,1,2
29406,9866,6,14
29407,2393,2,5
29408,6510,3,12
29409,3755,14,9
29410,8928,15,4
29411,6340,18,5
29412,6067,17,3
29413,6992,7,1
29414,483,5,14
29415,901,8,4
29416,6701,7,15
29417,3559,16,9
29418,9076,9,10
29419,6225,24,4
29420,9148,12,5
29421,3355,1,10
29422,3036,24,8
29423,2334,24,5
29424,6676,2,11
29425,8284,7,14
29426,6360,11,6
29427,4607,12,13
29428,1676,25,14
29429,9285,1,10
29430,7695,12,3
29431,5496,16,7
29432,1772,3,2
29433,5059,11,6
29434,991,6,10
29435,8941,6,12
29436,4093,18,12
29437,4212,20,1
29438,7022,20,10
29439,7589,3,11
29440,8304,16,7
29441,8466,8,7
29442,931,4,1
29443,9876,16,9
29444,724,10,7
29445,9665,21,14
29446,7400,3,6
29447,1549,8,14
29448,421,20,9
29449,2248,17,10
29450,4272,9,5
29451,4161,4,6
29452,2476,11,10
29453,6010,6,1
29454,832,14,10
29455,1053,3,12
29456,9992,17,9
29457,4233,25,2
29458,9602,5,2
29459,6691,14,5
29460,7295,18,9
29461,1100,22,10
29462,3413,18,15
29463,5756,13,2
29464,3413,2,9
29465,6612,15,9
29466,8459,25,1
29467,1488,23,13
29468,4225,9,9
29469,1273,2,4
29470,1119,21,1
29471,2575,7,5
29472,2417,13,2
29473,3535,23,4
29474,6380,18,13
29475,9346,20,9
29476,131,10,7
29477,1476,16,11
29478,2278,12,2
29479,11,1,7
29480,4325,17,12
29481,2298,8,14
29482,1933,15,3
29483,8884,2,12
29484,3530,12,4
29485,6470,1,2
29486,5929,22,12
29487,8986,9,1
29488,7708,18,11
29489,1997,2,10
29490,1829,24,10
29491,9280,16,11
29492,3369,15,1
29493,1583,9,8
29494,5893,11,11
29495,1358,7,8
29496,5081,20,2
29497,2358,25,2
29498,5956,5,6
29499,9073,13,13
29500,120,6,14
29501,7523,21,10
29502,6235,22,9
29503,3660,3,12
29504,2746,21,9
29505,9457,10,12
29506,3678,9,14
29507,589,21,6
29508,3069,13,13
29509,6337,8,2
29510,6677,9,14
29511,4962,22,4
29512,3957,16,15
29513,8059,17,1
29514,1416,17,7
29515,6353,21,6
29516,3245,19,2
29517,5732,18,6
29518,9753,13,6
29519,4336,8,11
29520,3824,24,11
29521,3327,8,10
29522,2511,2,11
29523,3131,21,12
29524,265,19,15
29525,7525,17,11
29526,4029,22,5
29527,8348,4,9
29528,9359,24,4
29529,2100,17,9
29530,9339,9,11
29531,1249,17,12
29532,8537,9,6
29533,3427,1,5
29534,5031,11,10
29535,4173,7,10
29536,3130,8,11
29537,9770,22,2
29538,1966,3,6
29539,7169,2,9
29540,9137,10,1
29541,9472,15,1
29542,6979,1,12
29543,8593,14,7
29544,6385,25,9
29545,8724,12,6
29546,5631,18,5
29547,5971,6,3
29548,7390,8,14
29549,9853,3,11
29550,2701,13,12
29551,9419,3,14
29552,2162,12,7
29553,600,2,7
29554,4943,16,2
29555,1781,17,14
29556,8965,13,2
29557,2502,7,15
29558,929,22,10
29559,7306,9,1
29560,113,19,6
29561,636,1,7
29562,6637,23,13
29563,9832,4,7
29564,6188,8,9
29565,6432,10,15
29566,6075,3,4
29567,9527,12,5
29568,8726,10,10
29569,3095,19,5
29570,5767,6,12
29571,4055,13,13
29572,5545,15,6
29573,5455,1,14
29574,6013,2,8
29575,4988,25,11
29576,9128,2,10
29577,5601,10,4
29578,393,12,10
29579,3631,19,8
29580,6748,10,9
29581,3028,21,2
29582,9551,22,13
29583,245,13,7
29584,4251,5,2
29585,2653,25,4
29586,7110,17,14
29587,7615,24,2
29588,3811,3,15
29589,1091,21,14
29590,9062,1,2
29591,2721,23,7
29592,8796,1,13
29593,7175,21,10
29594,5495,1,8
29595,1695,23,11
29596,766,22,6
29597,889,19,4
29598,3519,20,6
29599,1296,16,4
29600,4078,16,9
29601,4296,23,10
29602,1775,16,14
29603,2021,2,7
29604,9757,17,9
29605,7021,10,7
29606,9915,12,3
29607,11,3,14
29608,6814,17,2
29609,6972,16,7
29610,1092,23,9
29611,5352,19,11
29612,3781,21,1
29613,6500,5,9
29614,3254,24,4
29615,7468,4,5
29616,9922,1,13
29617,3829,11,13
29618,6411,5,9
29619,9372,2,11
29620,3218,1,8
29621,2361,7,1
29622,30,23,6
29623,6710,8,9
29624,1664,21,1
29625,8694,9,3
29626,2460,22,8
29627,9676,25,5
29628,1701,2,13
29629,8060,13,15
29630,6184,15,11
29631,3758,19,13
29632,6916,4,15
29633,4839,13,2
29634,4579,12,4
29635,1442,13,14
29636,7734,20,5
29637,1576,25,3
29638,4232,9,9
29639,9627,1,6
29640,6524,7,1
29641,232,2,4
29642,9136,3,9
29643,1142,13,13
29644,4153,1,7
29645,1787,17,14
29646,1546,18,3
29647,3215,22,3
29648,7854,18,12
29649,5959,3,1
29650,5354,1,12
29651,6160,11,4
29652,3322,16,15
29653,1074,8,14
29654,7750,23,9
29655,4102,23,13
29656,6266,3,8
29657,4902,15,3
29658,7769,1,3
29659,3250,25,5
29660,4499,17,11
29661,4403,15,13
29662,8774,9,2
29663,2274,8,10
29664,5819,3,9
29665,3716,19,7
29666,455,12,15
29667,4330,4,6
29668,2075,18,13
29669,5779,10,11
29670,8086,13,15
29671,4682,20,11
29672,5469,10,9
29673,8603,17,13
29674,5144,6,11
29675,2883,11,7
29676,2248,3,1
29677,9760,2,4
29678,4523,13,6
29679,893,20,3
29680,4592,6,12
29681,4128,3,14
29682,8330,2,3
29683,2938,14,14
29684,8564,3,1
29685,7307,15,5
29686,5667,25,5
29687,4189,5,13
29688,5950,6,5
29689,1184,5,15
29690,4181,15,2
29691,5633,1,6
29692,4465,15,9
29693,7062,18,7
29694,9805,9,8
29695,5128,8,3
29696,4975,22,15
29697,3810,22,15
29698,1408,5,12
29699,9235,1,3
29700,5123,22,12
29701,2610,3,7
29702,6739,24,13
29703,2447,7,4
29704,9803,9,15
29705,414,19,11
29706,9225,25,11
29707,6049,6,4
29708,6870,11,4
29709,7393,25,2
29710,7565,9,10
29711,5075,25,2
29712,7752,22,5
29713,8507,6,4
29714,2426,10,4
29715,2202,3,13
29716,5888,18,14
29717,2789,23,15
29718,7325,24,6
29719,5772,23,2
29720,5078,1,10
29721,3207,6,14
29722,7088,15,6
29723,1387,23,5
29724,2920,17,7
29725,5635,10,10
29726,9128,7,6
29727,2725,21,2
29728,8899,8,4
29729,9575,2,11
29730,1100,8,15
29731,3168,7,10
29732,9700,20,1
29733,6080,20,13
29734,9926,2,1
29735,6741,19,2
29736,1515,24,13
29737,3481,1,8
29738,9033,23,8
29739,8147,15,8
29740,5722,19,8
29741,2524,6,6
29742,7103,18,1
29743,8991,23,4
29744,7543,13,15
29745,9996,19,15
29746,3896,23,2
29747,5939,24,4
29748,545,19,10
29749,44,7,13
29750,860,22,6
29751,1135,12,12
29752,8306,21,14
29753,9244,20,7
29754,5200,12,5
29755,7030,16,2
29756,9457,6,1
29757,6335,10,6
29758,6388,10,14
29759,4397,2,3
29760,9618,2,12
29761,8855,23,13
29762,8674,17,11
29763,6562,25,13
29764,6048,19,4
29765,2545,23,7
29766,7249,3,6
29767,5915,1,8
29768,7402,9,7
29769,5260,2,3
29770,9653,17,3
29771,734,12,15
29772,3531,5,11
29773,9038,8,4
29774,4824,25,7
29775,4345,10,14
29776,4576,1,6
29777,8583,9,12
29778,6251,15,10
29779,9582,13,10
29780,8467,25,13
29781,2483,20,7
29782,3750,11,9
29783,6616,15,7
29784,9527,11,14
29785,124,21,3
29786,2024,21,4
29787,2582,7,5
29788,8450,8,2
29789,2203,13,7
29790,3404,8,8
29791,8071,7,8
29792,6794,7,12
29793,1345,5,1
29794,6584,24,12
29795,5635,13,15
29796,7520,15,7
29797,4213,1,13
29798,3240,9,10
29799,2119,8,1
29800,5105,21,14
29801,1025,17,9
29802,895,17,4
29803,1726,10,12
29804,6770,14,1
29805,5402,7,12
29806,8613,10,1
29807,9226,7,10
29808,5561,13,13
29809,8686,1,15
29810,8402,24,2
29811,9282,2,5
29812,8564,10,15
29813,3988,2,15
29814,8681,12,6
29815,2037,25,1
29816,4903,13,11
29817,2554,15,8
29818,9328,15,10
29819,5767,14,6
29820,6383,7,7
29821,7147,15,9
29822,6043,6,11
29823,8917,8,12
29824,9955,23,1
29825,3764,8,2
29826,3544,16,1
29827,446,11,4
29828,436,16,12
29829,1310,19,11
29830,1913,16,13
29831,9308,3,7
29832,7292,10,8
29833,8249,12,10
29834,4633,2,9
29835,2917,22,5
29836,536,7,1
29837,6652,17,3
29838,5115,20,8
29839,4705,7,9
29840,1457,7,4
29841,9922,3,9
29842,5304,17,15
29843,5157,2,15
29844,112,24,12
29845,164,9,9
29846,8181,3,5
29847,7422,13,7
29848,9721,3,6
29849,2840,17,2
29850,224,9,2
29851,8074,5,7
29852,1070,6,14
29853,9157,21,6
29854,1552,14,7
29855,2678,9,10
29856,2859,2,2
29857,9741,3,10
29858,3837,1,1
29859,5925,3,13
29860,9740,4,8
29861,4374,13,15
29862,2064,3,1
29863,6401,19,5
29864,5421,5,1
29865,394,7,15
29866,8097,24,13
29867,7542,21,6
29868,3067,18,11
29869,2725,14,8
29870,6425,4,2
29871,9064,12,2
29872,3281,15,7
29873,5165,23,9
29874,7222,2,5
29875,8732,17,4
29876,9902,16,13
29877,6208,10,6
29878,704,25,10
29879,268,14,6
29880,933,9,8
29881,1801,18,15
29882,7808,20,12
29883,4691,15,11
29884,6308,17,13
29885,2517,11,2
29886,7252,6,15
29887,304,19,8
29888,5128,8,9
29889,6064,19,12
29890,174,25,9
29891,9054,7,15
29892,5258,7,15
29893,4793,5,8
29894,168,24,2
29895,8232,25,14
29896,9706,22,3
29897,5179,21,14
29898,6055,18,10
29899,8543,1,5
29900,2769,16,3
29901,8774,21,5
29902,3200,17,5
29903,7407,6,1
29904,2843,1,12
29905,5138,22,10
29906,3314,8,6
29907,6946,6,12
29908,7705,21,5
29909,5000,13,1
29910,8432,19,15
29911,9957,21,1
29912,9485,25,12
29913,7523,10,1
29914,5633,20,9
29915,1166,13,9
29916,4477,22,5
29917,9454,22,15
29918,9073,22,3
29919,7037,19,5
29920,4264,16,1
29921,9461,17,9
29922,8815,1,4
29923,8193,20,14
29924,5211,25,9
29925,4086,13,9
29926,2959,21,5
29927,1828,13,15
29928,6434,3,12
29929,2651,12,1
29930,6070,23,7
29931,1197,7,1
29932,2954,6,7
29933,4465,14,13
29934,8194,6,8
29935,5356,3,11
29936,7843,4,8
29937,5242,7,13
29938,4554,11,13
29939,5151,20,4
29940,2851,6,4
29941,5962,13,3
29942,6933,16,2
29943,4887,20,7
29944,6624,3,8
29945,9361,16,2
29946,1245,19,13
29947,7971,9,1
29948,8800,5,8
29949,197,10,13
29950,4601,9,14
29951,3832,21,13
29952,1102,24,14
29953,912,20,11
29954,149,19,6
29955,8591,18,4
29956,4408,24,14
29957,1440,14,15
29958,4390,7,14
29959,4545,11,12
29960,4504,9,7
29961,7630,13,15
29962,7543,23,3
29963,8928,10,15
29964,2552,4,11
29965,5427,17,13
29966,4849,17,12
29967,9723,4,11
29968,9513,18,14
29969,6799,7,3
29970,3378,5,12
29971,5724,3,14
29972,7328,4,8
29973,9957,18,3
29974,7868,20,6
29975,9137,17,9
29976,3459,22,5
29977,9225,4,3
29978,6409,22,11
29979,615,11,13
29980,6359,1,4
29981,6058,3,12
29982,3560,16,10
29983,2085,22,4
29984,8233,10,11
29985,8993,5,9
29986,3436,9,8
29987,1241,6,12
29988,2162,4,4
29989,5848,22,7
29990,5281,21,13
29991,6824,19,11
29992,5400,8,5
29993,1329,10,11
29994,4614,24,3
29995,7452,16,7
29996,3064,10,9
29997,108,20,6
29998,848,10,3
29999,4729,17,12
30000,2892,23,4
30001,4730,24,7
30002,3615,10,15
30003,427,9,10
30004,8414,10,10
30005,1901,4,2
30006,6106,8,9
30007,7253,14,2
30008,1524,19,3
30009,1846,5,14
30010,4469,7,1
30011,6079,15,8
30012,7524,8,8
30013,638,12,15
30014,4802,6,13
30015,6399,8,3
30016,682,4,15
30017,6586,25,3
30018,7371,11,11
30019,2696,23,7
30020,4002,18,1
30021,7246,11,1
30022,1853,21,15
30023,5855,7,13
30024,9447,25,12
30025,252,10,5
30026,8969,25,1
30027,8299,3,14
30028,3586,2,14
30029,5423,9,10
30030,2935,8,15
30031,1319,14,12
30032,2573,16,14
30033,6642,13,3
30034,2038,4,6
30035,2464,5,7
30036,7563,11,14
30037,4664,23,2
30038,3289,20,12
30039,6488,13,2
30040,4867,22,14
30041,4047,17,10
30042,8982,9,13
30043,8789,20,1
30044,7034,14,8
30045,5301,13,2
30046,7484,24,12
30047,2501,15,11
30048,5657,24,8
30049,9955,21,9
30050,9754,24,4
30051,6465,9,1
30052,8074,21,5
30053,9460,9,1
30054,2474,4,8
30055,5346,17,9
30056,1874,20,14
